"GEO_ID","NAME","B08130_001E","B08130_001M","B08130_002E","B08130_002M","B08130_003E","B08130_003M","B08130_004E","B08130_004M","B08130_005E","B08130_005M","B08130_006E","B08130_006M","B08130_007E","B08130_007M","B08130_008E","B08130_008M","B08130_009E","B08130_009M","B08130_010E","B08130_010M","B08130_011E","B08130_011M","B08130_012E","B08130_012M","B08130_013E","B08130_013M","B08130_014E","B08130_014M","B08130_015E","B08130_015M","B08130_016E","B08130_016M","B08130_017E","B08130_017M","B08130_018E","B08130_018M","B08130_019E","B08130_019M","B08130_020E","B08130_020M","B08130_021E","B08130_021M","B08130_022E","B08130_022M","B08130_023E","B08130_023M","B08130_024E","B08130_024M","B08130_025E","B08130_025M","B08130_026E","B08130_026M","B08130_027E","B08130_027M","B08130_028E","B08130_028M","B08130_029E","B08130_029M","B08130_030E","B08130_030M","B08130_031E","B08130_031M"
"0500000US26093","Livingston County, Michigan","98458","2398","97573","2440","46696","2610","50877","2410","885","340","84496","2758","83813","2810","37517","2520","46296","2551","683","286","6867","1354","6784","1347","2904","882","3880","1019","83","99","289","238","289","238","289","238","0","172","0","172","686","328","641","321","425","235","216","240","45","77","1095","511","1021","509","536","360","485","297","74","84","5025","848"
"0500000US29019","Boone County, Missouri","92742","3389","92476","3409","84432","3406","8044","1450","266","302","71359","3868","71118","3874","64024","3846","7094","1328","241","297","11534","2621","11509","2622","10559","2410","950","704","25","42","882","578","882","578","882","578","0","190","0","190","3416","871","3416","871","3416","871","0","190","0","190","1663","759","1663","759","1663","759","0","190","0","190","3888","1267"
"0500000US37031","Carteret County, North Carolina","29589","1587","29339","1597","20818","1466","8521","1179","250","178","24351","1678","24222","1676","16643","1519","7579","1106","129","108","2198","727","2198","727","1469","566","729","367","0","210","308","353","308","353","131","225","177","201","0","210","359","257","359","257","353","257","6","11","0","210","793","420","672","397","642","390","30","53","121","140","1580","597"
"0500000US37155","Robeson County, North Carolina","48364","1899","46078","1978","34491","2023","11587","1264","2286","588","42727","2125","40555","2138","30635","2162","9920","1189","2172","598","3718","837","3650","825","2094","618","1556","558","68","68","255","237","255","237","255","237","0","210","0","210","352","244","352","244","352","244","0","210","0","210","553","291","507","284","396","264","111","138","46","76","759","357"
"0500000US39133","Portage County, Ohio","86752","3210","86104","3210","43282","3497","42822","2959","648","481","71068","2806","70682","2794","32369","2744","38313","2813","386","249","7538","1632","7276","1579","3163","986","4113","1345","262","419","330","243","330","243","229","205","101","123","0","195","1854","813","1854","813","1745","787","109","175","0","195","312","246","312","246","126","134","186","224","0","195","5650","1488"
"0500000US41047","Marion County, Oregon","155840","4488","154093","4669","118799","4201","35294","3256","1747","794","119933","5506","118963","5483","89233","4439","29730","3002","970","550","17172","2752","16701","2688","12392","2388","4309","1288","471","484","2425","870","2425","870","1931","799","494","352","0","207","4295","1123","4174","1116","4132","1121","42","67","121","182","4195","1158","4010","1159","3291","1069","719","522","185","245","7820","1663"
"0500000US42027","Centre County, Pennsylvania","75185","2388","73386","2438","67241","2554","6145","1167","1799","624","54623","2681","53868","2699","48358","2806","5510","1105","755","370","6805","1586","6394","1468","5950","1438","444","217","411","384","3900","1142","3826","1146","3713","1094","113","143","74","106","5532","1044","5128","999","5096","1001","32","51","404","352","1819","720","1664","666","1618","676","46","64","155","249","2506","983"
"0500000US45059","Laurens County, South Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US47001","Anderson County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US51085","Hanover County, Virginia","54688","1892","53880","1916","21556","1991","32324","2360","808","440","46353","1994","45839","1977","15524","1792","30315","2253","514","391","3278","978","3278","978","1506","645","1772","850","0","206","407","352","225","296","51","109","174","275","182","173","499","395","460","392","460","392","0","206","39","66","746","454","673","437","610","422","63","108","73","126","3405","807"
"0500000US53035","Kitsap County, Washington","133445","3042","133026","3036","107058","3477","25968","2720","419","256","94296","3246","94007","3255","78683","3147","15324","2301","289","217","10944","1698","10944","1698","9795","1652","1149","480","0","204","10002","1637","9992","1639","1847","607","8145","1365","10","18","6675","1334","6628","1337","6566","1343","62","103","47","80","3943","971","3870","972","2582","773","1288","562","73","68","7585","1176"
"0500000US55087","Outagamie County, Wisconsin","98076","2587","97706","2592","66066","2717","31640","2235","370","232","83899","2705","83603","2691","54609","2505","28994","2140","296","224","6372","1301","6367","1301","4035","894","2332","965","5","8","493","270","493","270","493","270","0","151","0","151","2140","546","2140","546","1954","536","186","219","0","151","914","442","845","431","717","427","128","114","69","84","4258","778"
"0500000US06087","Santa Cruz County, California","132127","4485","131669","4519","100417","4391","31252","3082","458","325","91157","4312","91016","4313","65195","3890","25821","2697","141","154","12732","2246","12692","2257","8909","2068","3783","1062","40","69","3361","1297","3361","1297","2714","1211","647","389","0","211","7735","2052","7735","2052","7462","2027","273","268","0","211","7000","1498","6723","1531","5995","1535","728","421","277","284","10142","1774"
"0500000US13021","Bibb County, Georgia","62467","3177","61717","3106","51399","3264","10318","1635","750","489","51927","3084","51259","3009","42018","3242","9241","1572","668","467","5717","1476","5635","1468","4904","1414","731","449","82","137","996","864","996","864","996","864","0","226","0","226","2526","921","2526","921","2180","765","346","509","0","226","201","204","201","204","201","204","0","226","0","226","1100","496"
"0500000US16001","Ada County, Idaho","233728","5387","230872","5577","215878","5193","14994","2291","2856","1207","190918","5688","188529","5730","175801","5477","12728","2039","2389","1175","16229","2551","16152","2542","13933","2399","2219","740","77","130","829","407","829","407","829","407","0","204","0","204","2687","855","2687","855","2640","864","47","86","0","204","5466","1201","5076","1231","5076","1231","0","204","390","293","17599","2635"
"0500000US17179","Tazewell County, Illinois","59429","2178","58986","2165","34410","2194","24576","1858","443","239","51596","2498","51153","2492","28489","2325","22664","1863","443","239","4296","1134","4296","1134","2760","858","1536","655","0","190","561","608","561","608","513","598","48","67","0","190","610","342","610","342","521","296","89","114","0","190","465","285","465","285","226","167","239","250","0","190","1901","552"
"0500000US18081","Johnson County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US19103","Johnson County, Iowa","81733","2769","81041","2773","67147","2868","13894","1860","692","412","59556","3296","59084","3296","47108","3112","11976","1685","472","347","6816","1850","6816","1850","5427","1510","1389","888","0","163","4074","1473","4074","1473","3786","1407","288","293","0","163","5936","1478","5716","1380","5475","1332","241","237","220","288","1922","598","1922","598","1922","598","0","163","0","163","3429","921"
"0500000US26099","Macomb County, Michigan","427199","6021","425303","6055","237867","6605","187436","6263","1896","665","363940","6052","362591","6033","192787","5598","169804","6344","1349","595","37284","3323","37063","3291","22347","2639","14716","2076","221","217","4321","1224","4199","1197","2621","918","1578","690","122","151","4325","1159","4243","1179","3705","1087","538","362","82","142","3779","1149","3657","1116","2857","1031","800","405","122","152","13550","1842"
